,id,Geography,stateAbbr,stateFullName,lat,lng
84,116,"Crossville, Alabama",AL, Alabama,33.7439976,-88.0022479
85,117,"Cuba, Alabama",AL, Alabama,32.4281952,-88.37642109999999
86,118,"Cullman, Alabama",AL, Alabama,34.1748208,-86.84361240000001
87,120,"Cusseta, Alabama",AL, Alabama,32.7848521,-85.30577790000002
88,121,"Dadeville, Alabama",AL, Alabama,32.831238,-85.7635692
89,122,"Daleville, Alabama",AL, Alabama,31.3101719,-85.7129908
90,123,"Daphne, Alabama",AL, Alabama,30.6035255,-87.9036047
91,124,"Dauphin Island, Alabama",AL, Alabama,30.2554811,-88.10972170000002
92,125,"Daviston, Alabama",AL, Alabama,33.0528992,-85.6396783
93,127,"Deatsville, Alabama",AL, Alabama,32.6081874,-86.39580720000002
94,128,"Decatur, Alabama",AL, Alabama,34.6059254,-86.9833417
95,131,"Demopolis, Alabama",AL, Alabama,32.517636100000004,-87.836402
96,132,"Detroit, Alabama",AL, Alabama,34.028160799999995,-88.1700368
97,134,"Dora, Alabama",AL, Alabama,33.728717,-87.0902772
98,135,"Dothan, Alabama",AL, Alabama,31.2232313,-85.39048890000002
99,136,"Double Springs, Alabama",AL, Alabama,34.146491600000004,-87.40223859999998
100,137,"Douglas, Alabama",AL, Alabama,34.1737065,-86.3235926
101,138,"Dozier, Alabama",AL, Alabama,31.4921084,-86.3649582
102,140,"Dutton, Alabama",AL, Alabama,34.610918299999994,-85.91691999999998
103,143,"Eclectic, Alabama",AL, Alabama,32.6354093,-86.0344079
104,145,"Edwardsville, Alabama",AL, Alabama,33.70732720000001,-85.5091235
105,147,"Elba, Alabama",AL, Alabama,31.4146108,-86.0677243
106,148,"Elberta, Alabama",AL, Alabama,30.414364600000006,-87.5977615
107,149,"Eldridge, Alabama",AL, Alabama,33.922883500000005,-87.6172389
108,150,"Elkmont, Alabama",AL, Alabama,34.92897429999999,-86.9738959
109,151,"Elmore, Alabama",AL, Alabama,32.5387448,-86.3149712
110,152,"Emelle, Alabama",AL, Alabama,32.7292998,-88.3144755
111,154,"Enterprise, Alabama",AL, Alabama,31.3151708,-85.85521609999998
112,155,"Epes, Alabama",AL, Alabama,32.6904114,-88.1261339
113,156,"Ethelsville, Alabama",AL, Alabama,33.4156743,-88.21669920000002
114,157,"Eufaula, Alabama",AL, Alabama,31.8912717,-85.1454876
115,159,"Eutaw, Alabama",AL, Alabama,32.8406848,-87.88751450000002
116,160,"Eva, Alabama",AL, Alabama,34.3323178,-86.758888
117,161,"Evergreen, Alabama",AL, Alabama,31.4334994,-86.9569176
118,162,"Excel, Alabama",AL, Alabama,31.427943300000006,-87.34137309999998
119,163,"Fairfield, Alabama",AL, Alabama,33.4859402,-86.91193659999998
120,165,"Fairhope, Alabama",AL, Alabama,30.5229719,-87.9033261
121,167,"Falkville, Alabama",AL, Alabama,34.3684295,-86.90861600000002
122,168,"Faunsdale, Alabama",AL, Alabama,32.4598585,-87.5938938
123,169,"Fayette, Alabama",AL, Alabama,33.6845539,-87.8308522
124,172,"Five Points, Alabama",AL, Alabama,33.0181788,-85.35022509999997
125,173,"Flomaton, Alabama",AL, Alabama,31.000182,-87.2608071
126,174,"Florala, Alabama",AL, Alabama,31.00518,-86.3280018
127,175,"Florence, Alabama",AL, Alabama,34.79981,-87.677251
128,176,"Foley, Alabama",AL, Alabama,30.406586800000003,-87.68359740000002
129,178,"Forkland, Alabama",AL, Alabama,32.6481893,-87.8833475
130,179,"Fort Deposit, Alabama",AL, Alabama,31.9845929,-86.5785856
131,180,"Fort Payne, Alabama",AL, Alabama,34.4442547,-85.7196893
132,181,"Franklin, Alabama",AL, Alabama,32.4784706,-85.80245620000002
133,183,"Frisco, Alabama",AL, Alabama,31.4334985,-87.401375
134,185,"Fruithurst, Alabama",AL, Alabama,33.730938200000004,-85.43384420000002
135,186,"Fulton, Alabama",AL, Alabama,31.7884881,-87.72722209999998
136,187,"Fultondale, Alabama",AL, Alabama,33.6048261,-86.79388
137,188,"Fyffe, Alabama",AL, Alabama,34.446755,-85.9041396
138,189,"Gadsden, Alabama",AL, Alabama,34.014264000000004,-86.00663859999997
139,190,"Gainesville, Alabama",AL, Alabama,32.820964000000004,-88.158914
140,192,"Gantt, Alabama",AL, Alabama,31.4068339,-86.4841273
141,193,"Garden, Alabama",AL, Alabama,30.4310502,-88.140508
142,194,"Gardendale, Alabama",AL, Alabama,33.6601033,-86.8127702
143,195,"Gaylesville, Alabama",AL, Alabama,34.268426,-85.5569057
144,197,"Geneva, Alabama",AL, Alabama,31.0329572,-85.86382420000002
145,198,"Georgiana, Alabama",AL, Alabama,31.6371028,-86.7419175
146,199,"Geraldine, Alabama",AL, Alabama,34.35147979999999,-86.0008078
147,200,"Glen Allen, Alabama",AL, Alabama,33.9151043,-87.74168759999998
148,202,"Glenwood, Alabama",AL, Alabama,31.6646032,-86.1713444
149,205,"Goodwater, Alabama",AL, Alabama,33.065675,-86.05330129999999
150,206,"Gordo, Alabama",AL, Alabama,33.3201178,-87.90279620000003
151,207,"Gordon, Alabama",AL, Alabama,31.1412918,-85.09659649999998
152,209,"Goshen, Alabama",AL, Alabama,31.7229352,-86.1182882
153,212,"Grant, Alabama",AL, Alabama,34.5286985,-86.2533163
154,213,"Graysville, Alabama",AL, Alabama,33.62066110000001,-86.9713844
155,214,"Greensboro, Alabama",AL, Alabama,32.7045753,-87.59583959999998
156,215,"Greenville, Alabama",AL, Alabama,31.8295972,-86.6177517
157,217,"Grove Hill, Alabama",AL, Alabama,31.708768100000004,-87.77722179999998
158,218,"Guin, Alabama",AL, Alabama,33.9656594,-87.9147494
159,220,"Gulf Shores, Alabama",AL, Alabama,30.246036100000005,-87.70081929999998
160,221,"Guntersville, Alabama",AL, Alabama,34.3581473,-86.29470409999998
161,222,"Gurley, Alabama",AL, Alabama,34.701755799999994,-86.37582009999998
162,224,"Hackleburg, Alabama",AL, Alabama,34.27732,-87.8286423
163,227,"Haleyville, Alabama",AL, Alabama,34.226488,-87.62141329999999
164,228,"Hamilton, Alabama",AL, Alabama,34.1423235,-87.98864379999998
165,230,"Hanceville, Alabama",AL, Alabama,34.0606545,-86.767498
166,231,"Harpersville, Alabama",AL, Alabama,33.3439995,-86.43803570000001
167,232,"Hartford, Alabama",AL, Alabama,31.1023998,-85.6968778
168,233,"Hartselle, Alabama",AL, Alabama,34.4434282,-86.93528420000001
169,236,"Hayden, Alabama",AL, Alabama,33.8926003,-86.757773
170,237,"Hayneville, Alabama",AL, Alabama,32.1840315,-86.5802533
171,239,"Headland, Alabama",AL, Alabama,31.351284000000003,-85.3421559
172,241,"Heflin, Alabama",AL, Alabama,33.6489948,-85.5874584
173,242,"Helena, Alabama",AL, Alabama,33.296224,-86.84360040000001
174,243,"Henagar, Alabama",AL, Alabama,34.635084,-85.7671936
175,245,"Hillsboro, Alabama",AL, Alabama,34.639258,-87.1916834
176,249,"Hodges, Alabama",AL, Alabama,34.3270425,-87.9264233
177,253,"Holly Pond, Alabama",AL, Alabama,34.174263399999994,-86.616382
178,254,"Hollywood, Alabama",AL, Alabama,34.72425,-85.9724787
179,261,"Huntsville, Alabama",AL, Alabama,34.730368799999994,-86.5861037
180,262,"Hurtsboro, Alabama",AL, Alabama,32.2418146,-85.4163327
181,264,"Ider, Alabama",AL, Alabama,34.7142484,-85.68080309999998
182,268,"Jackson, Alabama",AL, Alabama,31.5090521,-87.89444350000002
183,269,"Jacksons' Gap, Alabama",AL, Alabama,32.8862364,-85.8116265
184,270,"Jacksonville, Alabama",AL, Alabama,33.8137125,-85.76135359999998
185,271,"Jasper, Alabama",AL, Alabama,33.8312185,-87.2775053
186,272,"Jemison, Alabama",AL, Alabama,32.9598451,-86.7466522
187,274,"Kansas, Alabama",AL, Alabama,33.9017737,-87.5519582
188,275,"Kellyton, Alabama",AL, Alabama,32.9798441,-86.033578
189,276,"Kennedy, Alabama",AL, Alabama,33.5870574,-87.98446750000002
190,277,"Killen, Alabama",AL, Alabama,34.862863700000005,-87.5375253
191,278,"Kimberly, Alabama",AL, Alabama,33.7734352,-86.8138832
192,280,"Kinston, Alabama",AL, Alabama,31.2160045,-86.17105790000002
193,284,"Lanett, Alabama",AL, Alabama,32.8683642305,-85.20061857569999
194,285,"Langston, Alabama",AL, Alabama,34.5389756,-86.0744234
195,286,"Leeds, Alabama",AL, Alabama,33.5481597,-86.54442879999998
196,287,"Leesburg, Alabama",AL, Alabama,34.1798177,-85.76135550000002
197,288,"Leighton, Alabama",AL, Alabama,34.700923,-87.52891509999998
198,290,"Lester, Alabama",AL, Alabama,34.9906391,-87.1533469
199,292,"Lexington, Alabama",AL, Alabama,34.9692501,-87.3711316
200,295,"Lincoln, Alabama",AL, Alabama,33.6131588,-86.1183061
201,296,"Linden, Alabama",AL, Alabama,32.3062535,-87.7980665
202,297,"Lineville, Alabama",AL, Alabama,33.3106696,-85.7544051
203,299,"Lisman, Alabama",AL, Alabama,32.1687554,-88.28252509999999
204,301,"Livingston, Alabama",AL, Alabama,32.5843025,-88.1872475
205,302,"Loachapoka, Alabama",AL, Alabama,32.604300800000004,-85.5932854
206,303,"Lockhart, Alabama",AL, Alabama,31.0104576,-86.3496691
207,304,"Locust Fork, Alabama",AL, Alabama,33.9075992,-86.6152685
208,305,"Louisville, Alabama",AL, Alabama,31.7834963,-85.55577509999998
209,306,"Lowndesboro, Alabama",AL, Alabama,32.2751399,-86.61136579999999
210,307,"Loxley, Alabama",AL, Alabama,30.618247600000004,-87.7530454
211,308,"Luverne, Alabama",AL, Alabama,31.7165455,-86.26384920000002
212,309,"Lynn, Alabama",AL, Alabama,34.04704829999999,-87.54974
213,314,"Madison, Alabama",AL, Alabama,32.4237482,-86.22635629999998
214,316,"Magnolia Springs, Alabama",AL, Alabama,30.3996424,-87.7761001
215,318,"Malvern, Alabama",AL, Alabama,31.1393439,-85.51910050000002
216,319,"Maplesville, Alabama",AL, Alabama,32.7884608,-86.87165490000002
217,321,"Margaret, Alabama",AL, Alabama,33.6862124,-86.4749838
218,322,"Marion, Alabama",AL, Alabama,32.6323536,-87.3191655
219,325,"Mentone, Alabama",AL, Alabama,34.5795282,-85.5905204
220,328,"Midland, Alabama",AL, Alabama,31.3190612,-85.4938239
221,329,"Midway, Alabama",AL, Alabama,32.0770977,-85.5221667
222,330,"Millbrook, Alabama",AL, Alabama,32.4798575,-86.36191629999998
223,332,"Millport, Alabama",AL, Alabama,33.56344779999999,-88.08141590000002
224,333,"Millry, Alabama",AL, Alabama,31.634049600000004,-88.3133487
225,335,"Mobile, Alabama",AL, Alabama,30.6943566,-88.04305409999998
226,336,"Monroeville, Alabama",AL, Alabama,31.5279399,-87.3247077
227,337,"Montevallo, Alabama",AL, Alabama,33.100674600000005,-86.86415579999998
228,338,"Montgomery, Alabama",AL, Alabama,32.366805199999995,-86.2999689
229,339,"Moody, Alabama",AL, Alabama,33.5909365,-86.49081679999998
230,341,"Mooresville, Alabama",AL, Alabama,34.628425,-86.8802819
231,342,"Morris, Alabama",AL, Alabama,33.7481576,-86.8086048
232,345,"Moulton, Alabama",AL, Alabama,34.4812062,-87.29335329999998
233,346,"Moundville, Alabama",AL, Alabama,32.9976242,-87.63000749999998
234,348,"Mount Vernon, Alabama",AL, Alabama,31.085177500000004,-88.01333249999998
235,350,"Mulga, Alabama",AL, Alabama,33.549828600000005,-86.97416120000003
236,351,"Munford, Alabama",AL, Alabama,33.5298282,-85.9508006
237,352,"Muscle Shoals, Alabama",AL, Alabama,34.7448112,-87.6675292
238,353,"Myrtlewood, Alabama",AL, Alabama,32.2504214,-87.9497371
239,357,"Natural Bridge, Alabama",AL, Alabama,34.0934355,-87.601965
240,358,"Nauvoo, Alabama",AL, Alabama,33.9895503,-87.48890329999998
241,360,"Needham, Alabama",AL, Alabama,31.9879272,-88.3366906
242,361,"Newbern, Alabama",AL, Alabama,32.593188399999995,-87.5327815
243,362,"New Brockton, Alabama",AL, Alabama,31.3857239,-85.92938609999999
244,363,"New Hope, Alabama",AL, Alabama,34.5370339,-86.3944307
245,366,"Newton, Alabama",AL, Alabama,31.3351716,-85.60521329999997
246,367,"Newville, Alabama",AL, Alabama,31.4218379,-85.337712
247,370,"Northport, Alabama",AL, Alabama,33.229007,-87.5772293
248,371,"Notasulga, Alabama",AL, Alabama,32.5606908,-85.6724538
249,373,"Oak Hill, Alabama",AL, Alabama,31.9209828,-87.0827629
250,374,"Oakman, Alabama",AL, Alabama,33.7134432,-87.3886157
251,375,"Odenville, Alabama",AL, Alabama,33.6773237,-86.3966481
252,376,"Ohatchee, Alabama",AL, Alabama,33.783432399999995,-86.0024703
253,377,"Oneonta, Alabama",AL, Alabama,33.9481537,-86.472764
254,379,"Opelika, Alabama",AL, Alabama,32.6454116,-85.3782795
255,380,"Opp, Alabama",AL, Alabama,31.2826685,-86.2555067
256,381,"Orange Beach, Alabama",AL, Alabama,30.294368100000003,-87.5735935
257,382,"Orrville, Alabama",AL, Alabama,32.3062505,-87.24554920000001
258,384,"Owens Cross Roads, Alabama",AL, Alabama,34.5881461,-86.4588768
259,386,"Ozark, Alabama",AL, Alabama,31.4590576,-85.64049320000002
260,387,"Paint Rock, Alabama",AL, Alabama,34.660644,-86.3288745
261,389,"Parrish, Alabama",AL, Alabama,33.73066420000001,-87.2844473
262,390,"Pelham, Alabama",AL, Alabama,33.285668699999995,-86.8099885
263,391,"Pell, Alabama",AL, Alabama,33.5862149,-86.2860888
264,392,"Pennington, Alabama",AL, Alabama,32.2070888,-88.0561287
265,397,"Petrey, Alabama",AL, Alabama,31.8487645,-86.2077382
266,398,"Phenix, Alabama",AL, Alabama,32.4709761,-85.0007653
267,399,"Phil Campbell, Alabama",AL, Alabama,34.3509299,-87.706418
268,401,"Piedmont, Alabama",AL, Alabama,33.9245454,-85.6113501
269,402,"Pike Road, Alabama",AL, Alabama,32.2843084,-86.10301690000001
270,403,"Pinckard, Alabama",AL, Alabama,31.3115612,-85.5529906
271,404,"Pine Apple, Alabama",AL, Alabama,31.872651,-86.9910942
272,405,"Pine Hill, Alabama",AL, Alabama,31.9795943,-87.5880561
273,408,"Pinson, Alabama",AL, Alabama,33.6889908,-86.68332290000002
274,409,"Pisgah, Alabama",AL, Alabama,34.68091679999999,-85.8477523
275,410,"Pleasant Grove, Alabama",AL, Alabama,34.9436942,-85.9216452
276,415,"Prattville, Alabama",AL, Alabama,32.4640245,-86.45969659999999
277,420,"Ragland, Alabama",AL, Alabama,33.74454420000001,-86.1558079
278,421,"Rainbow, Alabama",AL, Alabama,33.9548201,-86.04191689999999
279,422,"Rainsville, Alabama",AL, Alabama,34.4942536,-85.84774940000001
280,423,"Ranburne, Alabama",AL, Alabama,33.5228885,-85.3446728
281,425,"Red Bay, Alabama",AL, Alabama,34.43982020000001,-88.1408747
282,427,"Red Level, Alabama",AL, Alabama,31.4071111,-86.61218609999997
283,429,"Reform, Alabama",AL, Alabama,33.378451,-88.01530079999998
284,431,"Repton, Alabama",AL, Alabama,31.409055100000003,-87.2391473
285,433,"River Falls, Alabama",AL, Alabama,31.3529468,-86.53912729999998
286,434,"Riverside, Alabama",AL, Alabama,33.6062145,-86.2044198
287,436,"Roanoke, Alabama",AL, Alabama,33.1512313,-85.37217079999998
288,437,"Robertsdale, Alabama",AL, Alabama,30.5538048,-87.71193240000002
289,438,"Rockford, Alabama",AL, Alabama,32.889568100000005,-86.2196936
290,441,"Rogersville, Alabama",AL, Alabama,34.8256425,-87.2947417
291,443,"Russellville, Alabama",AL, Alabama,34.5078726,-87.72864320000002
292,444,"Rutledge, Alabama",AL, Alabama,31.7304339,-86.3096846
293,446,"Samson, Alabama",AL, Alabama,31.1129539,-86.04605179999999
294,449,"Saraland, Alabama",AL, Alabama,30.820742,-88.07055559999998
295,451,"Satsuma, Alabama",AL, Alabama,30.853241,-88.0561106
296,452,"Scottsboro, Alabama",AL, Alabama,34.672306899999995,-86.0341463
297,453,"Section, Alabama",AL, Alabama,34.5789747,-85.986644
298,454,"Selma, Alabama",AL, Alabama,32.4073589,-87.0211007
299,455,"Semmes, Alabama",AL, Alabama,30.7782432,-88.25917259999999
300,456,"Sheffield, Alabama",AL, Alabama,34.76508870000001,-87.6986407
301,459,"Shorter, Alabama",AL, Alabama,32.3948615,-85.91690200000002
302,460,"Silas, Alabama",AL, Alabama,31.7654349,-88.32918409999998
303,461,"Silverhill, Alabama",AL, Alabama,30.5454715,-87.7516559
304,463,"Sipsey, Alabama",AL, Alabama,33.82482720000001,-87.0861125
305,465,"Slocomb, Alabama",AL, Alabama,31.1082335,-85.594378
306,469,"Somerville, Alabama",AL, Alabama,34.4731491,-86.798612
307,472,"Spanish Fort, Alabama",AL, Alabama,30.6749127,-87.9152724
308,474,"Springville, Alabama",AL, Alabama,33.775099700000005,-86.4716512
309,478,"Steele, Alabama",AL, Alabama,33.9398201,-86.2016435
310,480,"Stevenson, Alabama",AL, Alabama,34.8686933,-85.8394199
311,483,"Sulligent, Alabama",AL, Alabama,33.901773799999994,-88.1344776
312,484,"Sumiton, Alabama",AL, Alabama,33.75566060000001,-87.0499992
313,485,"Summerdale, Alabama",AL, Alabama,30.4876954,-87.6997094
314,487,"Sweet Water, Alabama",AL, Alabama,32.0973707,-87.8675103
315,488,"Sylacauga, Alabama",AL, Alabama,33.1731716,-86.2516406
316,489,"Sylvania, Alabama",AL, Alabama,34.562307700000005,-85.8124715
317,491,"Talladega, Alabama",AL, Alabama,33.4359416,-86.1058048
318,493,"Tallassee, Alabama",AL, Alabama,32.5359683,-85.8932923
319,497,"Thomaston, Alabama",AL, Alabama,32.2665312,-87.62528259999998
320,498,"Thomasville, Alabama",AL, Alabama,31.9134859,-87.73583670000002
321,499,"Thorsby, Alabama",AL, Alabama,32.915679600000004,-86.7158178
322,502,"Creek, Alabama",AL, Alabama,34.6812011,-87.4061342
323,503,"Toxey, Alabama",AL, Alabama,31.912929700000007,-88.30946479999999
324,504,"Trafford, Alabama",AL, Alabama,33.8181563,-86.7427712
325,506,"Trinity, Alabama",AL, Alabama,34.6067588,-87.08834590000002
326,507,"Troy, Alabama",AL, Alabama,31.8087678,-85.969951
327,508,"Trussville, Alabama",AL, Alabama,33.6198251,-86.60887559999998
328,509,"Tuscaloosa, Alabama",AL, Alabama,33.2098407,-87.5691735
329,510,"Tuscumbia, Alabama",AL, Alabama,34.7312005,-87.70253000000002
330,511,"Tuskegee, Alabama",AL, Alabama,32.4240286,-85.6916195
331,513,"Union, Alabama",AL, Alabama,32.988181,-87.91501600000002
332,514,"Union Grove, Alabama",AL, Alabama,34.4017589,-86.44915379999998
333,515,"Union Springs, Alabama",AL, Alabama,32.144316,-85.7149495
334,516,"Union, Alabama",AL, Alabama,32.988181,-87.91501600000002
335,518,"Valley, Alabama",AL, Alabama,32.818740600000005,-85.17938520000001
336,520,"Valley Head, Alabama",AL, Alabama,34.5689732,-85.6149654
337,521,"Vance, Alabama",AL, Alabama,33.1742847,-87.2336092
338,523,"Vernon, Alabama",AL, Alabama,33.757054100000005,-88.1089185
339,525,"Vina, Alabama",AL, Alabama,34.376487299999994,-88.0586497
340,526,"Vincent, Alabama",AL, Alabama,33.3845537,-86.4119241
341,528,"Vredenburgh, Alabama",AL, Alabama,31.8284857,-87.3216563
342,529,"Wadley, Alabama",AL, Alabama,33.121508899999995,-85.5663432
343,531,"Walnut Grove, Alabama",AL, Alabama,34.0656522,-86.30636949999997
344,532,"Warrior, Alabama",AL, Alabama,33.8142682,-86.8094394
345,533,"Waterloo, Alabama",AL, Alabama,34.9181425,-88.064203
346,534,"Waverly, Alabama",AL, Alabama,32.735408,-85.5791191
347,535,"Weaver, Alabama",AL, Alabama,33.752045700000004,-85.81135429999998
348,536,"Webb, Alabama",AL, Alabama,31.2604534,-85.27326579999998
349,537,"Wedowee, Alabama",AL, Alabama,33.3090047,-85.484675
350,539,"West Blocton, Alabama",AL, Alabama,33.11817480000001,-87.1249954
351,541,"Westover, Alabama",AL, Alabama,33.3495548,-86.53581590000002
352,543,"Wetumpka, Alabama",AL, Alabama,32.543744800000006,-86.2119127
353,548,"Wilsonville, Alabama",AL, Alabama,33.234281,-86.4835916
354,549,"Wilton, Alabama",AL, Alabama,33.0787308,-86.88165620000002
355,550,"Winfield, Alabama",AL, Alabama,33.928993,-87.8172457
356,551,"Woodland, Alabama",AL, Alabama,33.3742812,-85.39967299999998
357,552,"Woodstock, Alabama",AL, Alabama,33.2067835,-87.1499961
358,553,"Woodville, Alabama",AL, Alabama,34.6278654,-86.2744286
359,555,"York, Alabama",AL, Alabama,32.4862491,-88.2964183
360,556,"Adak, Alaska",AK, Alaska,51.88,-176.65805559999995
361,559,"Akiak, Alaska",AK, Alaska,60.91222220000001,-161.2138889
362,560,"Akutan, Alaska",AK, Alaska,54.1355556,-165.7730556
363,561,"Alakanuk, Alaska",AK, Alaska,62.6888889,-164.61527780000003
364,563,"Aleknagik, Alaska",AK, Alaska,59.2730556,-158.61777780000003
365,564,"Allakaket, Alaska",AK, Alaska,66.5655556,-152.6455556
366,565,"Ambler, Alaska",AK, Alaska,67.0861111,-157.8513889
367,566,"Anaktuvuk Pass, Alaska",AK, Alaska,68.1433333,-151.7358333
368,568,"Anderson, Alaska",AK, Alaska,64.3441667,-149.18694440000004
369,569,"Angoon, Alaska",AK, Alaska,57.5033333,-134.5838889
370,570,"Aniak, Alaska",AK, Alaska,61.5783333,-159.5222222
371,571,"Anvik, Alaska",AK, Alaska,62.6561111,-160.2066667
