,id,Geography,stateAbbr,stateFullName,lat,lng
81,113,"Courtland town, Alabama",AL, Alabama,34.6689794,-87.30946490000002
82,114,"Cowarts town, Alabama",AL, Alabama,31.2001772,-85.30465490000002
83,115,"Creola city, Alabama",AL, Alabama,30.891850899999998,-88.0397213
84,116,"Crossville town, Alabama",AL, Alabama,33.7439976,-88.0022479
85,117,"Cuba town, Alabama",AL, Alabama,32.4281952,-88.37642109999999
86,118,"Cullman city, Alabama",AL, Alabama,34.1748208,-86.84361240000001
87,120,"Cusseta town, Alabama",AL, Alabama,32.7848521,-85.30577790000002
88,121,"Dadeville city, Alabama",AL, Alabama,32.831238,-85.7635692
89,122,"Daleville city, Alabama",AL, Alabama,31.310171899999997,-85.7129908
90,123,"Daphne city, Alabama",AL, Alabama,30.6035255,-87.9036047
91,124,"Dauphin Island town, Alabama",AL, Alabama,30.255481099999997,-88.10972170000002
92,125,"Daviston town, Alabama",AL, Alabama,33.0528992,-85.6396783
93,127,"Deatsville town, Alabama",AL, Alabama,32.6081874,-86.39580720000002
94,128,"Decatur city, Alabama",AL, Alabama,34.6059254,-86.9833417
95,131,"Demopolis city, Alabama",AL, Alabama,32.517636100000004,-87.836402
96,132,"Detroit town, Alabama",AL, Alabama,34.028160799999995,-88.1700368
97,134,"Dora city, Alabama",AL, Alabama,33.728716999999996,-87.0902772
98,135,"Dothan city, Alabama",AL, Alabama,31.223231300000002,-85.39048890000002
99,136,"Double Springs town, Alabama",AL, Alabama,34.146491600000004,-87.40223859999998
100,137,"Douglas town, Alabama",AL, Alabama,34.1737065,-86.3235926
101,138,"Dozier town, Alabama",AL, Alabama,31.492108399999996,-86.3649582
102,140,"Dutton town, Alabama",AL, Alabama,34.610918299999994,-85.91691999999998
103,143,"Eclectic town, Alabama",AL, Alabama,32.6354093,-86.0344079
104,145,"Edwardsville town, Alabama",AL, Alabama,33.70732720000001,-85.5091235
105,147,"Elba city, Alabama",AL, Alabama,31.414610800000002,-86.0677243
106,148,"Elberta town, Alabama",AL, Alabama,30.41436460000001,-87.5977615
107,149,"Eldridge town, Alabama",AL, Alabama,33.922883500000005,-87.6172389
108,150,"Elkmont town, Alabama",AL, Alabama,34.92897429999999,-86.9738959
109,151,"Elmore town, Alabama",AL, Alabama,32.5387448,-86.3149712
110,152,"Emelle town, Alabama",AL, Alabama,32.7292998,-88.3144755
111,154,"Enterprise city, Alabama",AL, Alabama,31.315170799999997,-85.85521609999998
112,155,"Epes town, Alabama",AL, Alabama,32.6904114,-88.1261339
113,156,"Ethelsville town, Alabama",AL, Alabama,33.4156743,-88.21669920000002
114,157,"Eufaula city, Alabama",AL, Alabama,31.8912717,-85.1454876
115,159,"Eutaw town, Alabama",AL, Alabama,32.8406848,-87.88751450000002
116,160,"Eva town, Alabama",AL, Alabama,34.3323178,-86.758888
117,161,"Evergreen city, Alabama",AL, Alabama,31.433499400000002,-86.9569176
118,162,"Excel town, Alabama",AL, Alabama,31.42794330000001,-87.34137309999998
119,163,"Fairfield city, Alabama",AL, Alabama,33.4859402,-86.91193659999998
120,165,"Fairhope city, Alabama",AL, Alabama,30.522971899999998,-87.9033261
121,167,"Falkville town, Alabama",AL, Alabama,34.3684295,-86.90861600000002
122,168,"Faunsdale town, Alabama",AL, Alabama,32.4598585,-87.5938938
123,169,"Fayette city, Alabama",AL, Alabama,33.6845539,-87.8308522
124,172,"Five Points town, Alabama",AL, Alabama,33.0181788,-85.35022509999997
125,173,"Flomaton town, Alabama",AL, Alabama,31.000182000000002,-87.2608071
126,174,"Florala town, Alabama",AL, Alabama,31.00518,-86.3280018
127,175,"Florence city, Alabama",AL, Alabama,34.79981,-87.677251
128,176,"Foley city, Alabama",AL, Alabama,30.406586800000003,-87.68359740000002
129,178,"Forkland town, Alabama",AL, Alabama,32.6481893,-87.8833475
130,179,"Fort Deposit town, Alabama",AL, Alabama,31.9845929,-86.5785856
131,180,"Fort Payne city, Alabama",AL, Alabama,34.4442547,-85.7196893
132,181,"Franklin town, Alabama",AL, Alabama,32.4784706,-85.80245620000002
133,183,"Frisco City town, Alabama",AL, Alabama,31.4334985,-87.401375
134,185,"Fruithurst town, Alabama",AL, Alabama,33.730938200000004,-85.43384420000002
135,186,"Fulton town, Alabama",AL, Alabama,31.7884881,-87.72722209999998
136,187,"Fultondale city, Alabama",AL, Alabama,33.6048261,-86.79388
137,188,"Fyffe town, Alabama",AL, Alabama,34.446754999999996,-85.9041396
138,189,"Gadsden city, Alabama",AL, Alabama,34.014264000000004,-86.00663859999996
139,190,"Gainesville town, Alabama",AL, Alabama,32.820964000000004,-88.158914
140,192,"Gantt town, Alabama",AL, Alabama,31.4068339,-86.4841273
141,193,"Garden City town, Alabama",AL, Alabama,30.431050199999998,-88.140508
142,194,"Gardendale city, Alabama",AL, Alabama,33.6601033,-86.8127702
143,195,"Gaylesville town, Alabama",AL, Alabama,34.268426,-85.5569057
144,197,"Geneva city, Alabama",AL, Alabama,31.0329572,-85.86382420000002
145,198,"Georgiana town, Alabama",AL, Alabama,31.637102799999997,-86.7419175
146,198,"Georgiana town, Alabama",AL, Alabama,31.637102799999997,-86.7419175
147,199,"Geraldine town, Alabama",AL, Alabama,34.35147979999999,-86.0008078
148,200,"Glen Allen town, Alabama",AL, Alabama,33.915104299999996,-87.74168759999998
149,202,"Glenwood town, Alabama",AL, Alabama,31.664603200000002,-86.1713444
150,205,"Goodwater town, Alabama",AL, Alabama,33.065675,-86.05330129999999
151,206,"Gordo town, Alabama",AL, Alabama,33.3201178,-87.90279620000004
152,207,"Gordon town, Alabama",AL, Alabama,31.1412918,-85.09659649999998
153,209,"Goshen town, Alabama",AL, Alabama,31.722935200000002,-86.1182882
154,212,"Grant town, Alabama",AL, Alabama,34.5286985,-86.2533163
155,213,"Graysville city, Alabama",AL, Alabama,33.62066110000001,-86.9713844
156,214,"Greensboro city, Alabama",AL, Alabama,32.7045753,-87.59583959999998
157,215,"Greenville city, Alabama",AL, Alabama,31.829597200000002,-86.6177517
158,217,"Grove Hill town, Alabama",AL, Alabama,31.708768100000004,-87.77722179999998
159,218,"Guin city, Alabama",AL, Alabama,33.9656594,-87.9147494
160,220,"Gulf Shores city, Alabama",AL, Alabama,30.246036100000005,-87.70081929999998
161,221,"Guntersville city, Alabama",AL, Alabama,34.3581473,-86.29470409999998
162,222,"Gurley town, Alabama",AL, Alabama,34.701755799999994,-86.37582009999998
163,224,"Hackleburg town, Alabama",AL, Alabama,34.27732,-87.8286423
164,227,"Haleyville city, Alabama",AL, Alabama,34.226488,-87.62141329999999
165,228,"Hamilton city, Alabama",AL, Alabama,34.142323499999996,-87.98864379999998
166,230,"Hanceville city, Alabama",AL, Alabama,34.0606545,-86.767498
167,231,"Harpersville town, Alabama",AL, Alabama,33.3439995,-86.43803570000001
168,232,"Hartford city, Alabama",AL, Alabama,31.1023998,-85.6968778
169,233,"Hartselle city, Alabama",AL, Alabama,34.4434282,-86.93528420000001
170,236,"Hayden town, Alabama",AL, Alabama,33.8926003,-86.757773
171,237,"Hayneville town, Alabama",AL, Alabama,32.1840315,-86.5802533
172,239,"Headland city, Alabama",AL, Alabama,31.351284000000003,-85.3421559
173,241,"Heflin city, Alabama",AL, Alabama,33.6489948,-85.5874584
174,242,"Helena city, Alabama",AL, Alabama,33.296224,-86.84360040000001
175,243,"Henagar city, Alabama",AL, Alabama,34.635084,-85.7671936
176,245,"Hillsboro town, Alabama",AL, Alabama,34.639258,-87.1916834
177,249,"Hodges town, Alabama",AL, Alabama,34.3270425,-87.9264233
178,253,"Holly Pond town, Alabama",AL, Alabama,34.174263399999994,-86.616382
179,254,"Hollywood town, Alabama",AL, Alabama,34.72425,-85.9724787
180,261,"Huntsville city, Alabama",AL, Alabama,34.730368799999994,-86.5861037
181,262,"Hurtsboro town, Alabama",AL, Alabama,32.2418146,-85.4163327
182,264,"Ider town, Alabama",AL, Alabama,34.7142484,-85.68080309999998
183,268,"Jackson city, Alabama",AL, Alabama,31.5090521,-87.89444350000002
184,269,"Jacksons' Gap town, Alabama",AL, Alabama,32.8862364,-85.8116265
185,270,"Jacksonville city, Alabama",AL, Alabama,33.8137125,-85.76135359999998
186,271,"Jasper city, Alabama",AL, Alabama,33.8312185,-87.2775053
187,272,"Jemison city, Alabama",AL, Alabama,32.9598451,-86.7466522
188,274,"Kansas town, Alabama",AL, Alabama,33.9017737,-87.5519582
189,274,"Kansas town, Alabama",AL, Alabama,33.9017737,-87.5519582
190,275,"Kellyton town, Alabama",AL, Alabama,32.9798441,-86.033578
191,276,"Kennedy town, Alabama",AL, Alabama,33.5870574,-87.98446750000002
192,277,"Killen town, Alabama",AL, Alabama,34.862863700000005,-87.5375253
193,278,"Kimberly city, Alabama",AL, Alabama,33.7734352,-86.8138832
194,280,"Kinston town, Alabama",AL, Alabama,31.216004499999997,-86.17105790000002
195,284,"Lanett city, Alabama",AL, Alabama,32.8683642305,-85.20061857569999
196,285,"Langston town, Alabama",AL, Alabama,34.5389756,-86.0744234
197,286,"Leeds city, Alabama",AL, Alabama,33.5481597,-86.54442879999998
198,287,"Leesburg town, Alabama",AL, Alabama,34.1798177,-85.76135550000002
199,288,"Leighton town, Alabama",AL, Alabama,34.700922999999996,-87.52891509999998
200,290,"Lester town, Alabama",AL, Alabama,34.9906391,-87.1533469
201,292,"Lexington town, Alabama",AL, Alabama,34.9692501,-87.3711316
202,295,"Lincoln city, Alabama",AL, Alabama,33.6131588,-86.1183061
203,296,"Linden city, Alabama",AL, Alabama,32.3062535,-87.7980665
204,297,"Lineville city, Alabama",AL, Alabama,33.3106696,-85.7544051
205,299,"Lisman town, Alabama",AL, Alabama,32.1687554,-88.28252509999999
206,301,"Livingston city, Alabama",AL, Alabama,32.5843025,-88.1872475
207,302,"Loachapoka town, Alabama",AL, Alabama,32.604300800000004,-85.5932854
208,303,"Lockhart town, Alabama",AL, Alabama,31.0104576,-86.3496691
209,304,"Locust Fork town, Alabama",AL, Alabama,33.9075992,-86.6152685
210,305,"Louisville town, Alabama",AL, Alabama,31.7834963,-85.55577509999998
211,306,"Lowndesboro town, Alabama",AL, Alabama,32.2751399,-86.61136579999999
212,307,"Loxley town, Alabama",AL, Alabama,30.618247600000004,-87.7530454
213,308,"Luverne city, Alabama",AL, Alabama,31.716545500000002,-86.26384920000002
214,309,"Lynn town, Alabama",AL, Alabama,34.04704829999999,-87.54974
215,314,"Madison city, Alabama",AL, Alabama,32.4237482,-86.22635629999998
216,316,"Magnolia Springs town, Alabama",AL, Alabama,30.3996424,-87.7761001
217,318,"Malvern town, Alabama",AL, Alabama,31.1393439,-85.51910050000002
218,319,"Maplesville town, Alabama",AL, Alabama,32.7884608,-86.87165490000002
219,321,"Margaret town, Alabama",AL, Alabama,33.6862124,-86.4749838
220,322,"Marion city, Alabama",AL, Alabama,32.6323536,-87.3191655
221,325,"Mentone town, Alabama",AL, Alabama,34.5795282,-85.5905204
222,328,"Midland City town, Alabama",AL, Alabama,31.319061199999997,-85.49382390000001
223,329,"Midway town, Alabama",AL, Alabama,32.0770977,-85.5221667
224,330,"Millbrook city, Alabama",AL, Alabama,32.4798575,-86.36191629999998
225,332,"Millport town, Alabama",AL, Alabama,33.56344779999999,-88.08141590000002
226,333,"Millry town, Alabama",AL, Alabama,31.634049600000004,-88.3133487
227,335,"Mobile city, Alabama",AL, Alabama,30.6943566,-88.04305409999998
228,336,"Monroeville city, Alabama",AL, Alabama,31.527939899999996,-87.3247077
229,337,"Montevallo city, Alabama",AL, Alabama,33.100674600000005,-86.86415579999998
230,338,"Montgomery city, Alabama",AL, Alabama,32.366805199999995,-86.2999689
231,339,"Moody city, Alabama",AL, Alabama,33.5909365,-86.49081679999998
232,341,"Mooresville town, Alabama",AL, Alabama,34.628425,-86.8802819
233,342,"Morris town, Alabama",AL, Alabama,33.7481576,-86.8086048
234,345,"Moulton city, Alabama",AL, Alabama,34.4812062,-87.29335329999998
235,346,"Moundville town, Alabama",AL, Alabama,32.9976242,-87.63000749999998
236,348,"Mount Vernon town, Alabama",AL, Alabama,31.085177500000004,-88.01333249999998
237,350,"Mulga town, Alabama",AL, Alabama,33.549828600000005,-86.97416120000004
238,351,"Munford town, Alabama",AL, Alabama,33.5298282,-85.9508006
239,352,"Muscle Shoals city, Alabama",AL, Alabama,34.7448112,-87.6675292
240,353,"Myrtlewood town, Alabama",AL, Alabama,32.2504214,-87.9497371
241,357,"Natural Bridge town, Alabama",AL, Alabama,34.0934355,-87.601965
242,358,"Nauvoo town, Alabama",AL, Alabama,33.9895503,-87.48890329999998
243,360,"Needham town, Alabama",AL, Alabama,31.9879272,-88.3366906
244,361,"Newbern town, Alabama",AL, Alabama,32.593188399999995,-87.5327815
245,362,"New Brockton town, Alabama",AL, Alabama,31.3857239,-85.92938609999999
246,363,"New Hope city, Alabama",AL, Alabama,34.5370339,-86.3944307
247,366,"Newton town, Alabama",AL, Alabama,31.335171600000002,-85.60521329999997
248,367,"Newville town, Alabama",AL, Alabama,31.421837899999996,-85.337712
249,370,"Northport city, Alabama",AL, Alabama,33.229007,-87.5772293
250,371,"Notasulga town, Alabama",AL, Alabama,32.560690799999996,-85.6724538
251,373,"Oak Hill town, Alabama",AL, Alabama,31.920982799999997,-87.0827629
252,374,"Oakman town, Alabama",AL, Alabama,33.7134432,-87.3886157
253,375,"Odenville town, Alabama",AL, Alabama,33.6773237,-86.3966481
254,376,"Ohatchee town, Alabama",AL, Alabama,33.783432399999995,-86.0024703
255,377,"Oneonta city, Alabama",AL, Alabama,33.9481537,-86.472764
256,379,"Opelika city, Alabama",AL, Alabama,32.6454116,-85.3782795
257,380,"Opp city, Alabama",AL, Alabama,31.2826685,-86.2555067
258,381,"Orange Beach city, Alabama",AL, Alabama,30.294368100000003,-87.5735935
259,382,"Orrville town, Alabama",AL, Alabama,32.3062505,-87.24554920000001
260,384,"Owens Cross Roads town, Alabama",AL, Alabama,34.5881461,-86.4588768
261,386,"Ozark city, Alabama",AL, Alabama,31.4590576,-85.64049320000002
262,387,"Paint Rock town, Alabama",AL, Alabama,34.660644,-86.3288745
263,389,"Parrish town, Alabama",AL, Alabama,33.73066420000001,-87.2844473
264,390,"Pelham city, Alabama",AL, Alabama,33.285668699999995,-86.8099885
265,391,"Pell City city, Alabama",AL, Alabama,33.586214899999995,-86.28608879999999
266,392,"Pennington town, Alabama",AL, Alabama,32.2070888,-88.0561287
267,397,"Petrey town, Alabama",AL, Alabama,31.8487645,-86.2077382
268,398,"Phenix City city, Alabama",AL, Alabama,32.4709761,-85.0007653
269,399,"Phil Campbell town, Alabama",AL, Alabama,34.3509299,-87.706418
270,401,"Piedmont city, Alabama",AL, Alabama,33.9245454,-85.6113501
271,402,"Pike Road town, Alabama",AL, Alabama,32.2843084,-86.10301690000001
272,403,"Pinckard town, Alabama",AL, Alabama,31.311561199999996,-85.5529906
273,404,"Pine Apple town, Alabama",AL, Alabama,31.872651,-86.9910942
274,405,"Pine Hill town, Alabama",AL, Alabama,31.979594300000002,-87.5880561
275,408,"Pinson city, Alabama",AL, Alabama,33.6889908,-86.68332290000002
276,409,"Pisgah town, Alabama",AL, Alabama,34.68091679999999,-85.8477523
277,410,"Pleasant Grove city, Alabama",AL, Alabama,34.9436942,-85.9216452
278,415,"Prattville city, Alabama",AL, Alabama,32.4640245,-86.45969659999999
279,420,"Ragland town, Alabama",AL, Alabama,33.74454420000001,-86.1558079
280,421,"Rainbow City city, Alabama",AL, Alabama,33.9548201,-86.04191689999998
281,422,"Rainsville city, Alabama",AL, Alabama,34.4942536,-85.84774940000001
282,423,"Ranburne town, Alabama",AL, Alabama,33.5228885,-85.3446728
283,425,"Red Bay city, Alabama",AL, Alabama,34.43982020000001,-88.1408747
284,427,"Red Level town, Alabama",AL, Alabama,31.4071111,-86.61218609999996
285,429,"Reform town, Alabama",AL, Alabama,33.378451,-88.01530079999998
286,431,"Repton town, Alabama",AL, Alabama,31.409055100000003,-87.2391473
287,433,"River Falls town, Alabama",AL, Alabama,31.352946799999998,-86.53912729999998
288,434,"Riverside town, Alabama",AL, Alabama,33.6062145,-86.2044198
289,436,"Roanoke city, Alabama",AL, Alabama,33.1512313,-85.37217079999998
290,437,"Robertsdale city, Alabama",AL, Alabama,30.5538048,-87.71193240000002
291,438,"Rockford town, Alabama",AL, Alabama,32.889568100000005,-86.2196936
292,441,"Rogersville town, Alabama",AL, Alabama,34.8256425,-87.2947417
293,443,"Russellville city, Alabama",AL, Alabama,34.5078726,-87.72864320000002
294,444,"Rutledge town, Alabama",AL, Alabama,31.730433899999998,-86.3096846
295,446,"Samson city, Alabama",AL, Alabama,31.112953899999997,-86.04605179999999
296,449,"Saraland city, Alabama",AL, Alabama,30.820742,-88.07055559999998
297,451,"Satsuma city, Alabama",AL, Alabama,30.853240999999997,-88.0561106
298,452,"Scottsboro city, Alabama",AL, Alabama,34.672306899999995,-86.0341463
299,453,"Section town, Alabama",AL, Alabama,34.5789747,-85.986644
300,454,"Selma city, Alabama",AL, Alabama,32.4073589,-87.0211007
301,455,"Semmes city, Alabama",AL, Alabama,30.7782432,-88.25917259999999
302,456,"Sheffield city, Alabama",AL, Alabama,34.76508870000001,-87.6986407
303,459,"Shorter town, Alabama",AL, Alabama,32.3948615,-85.91690200000002
304,460,"Silas town, Alabama",AL, Alabama,31.7654349,-88.32918409999998
305,461,"Silverhill town, Alabama",AL, Alabama,30.5454715,-87.7516559
306,463,"Sipsey town, Alabama",AL, Alabama,33.82482720000001,-87.0861125
307,465,"Slocomb city, Alabama",AL, Alabama,31.1082335,-85.594378
308,469,"Somerville town, Alabama",AL, Alabama,34.4731491,-86.798612
309,472,"Spanish Fort city, Alabama",AL, Alabama,30.674912699999997,-87.9152724
310,474,"Springville city, Alabama",AL, Alabama,33.775099700000005,-86.4716512
311,478,"Steele town, Alabama",AL, Alabama,33.9398201,-86.2016435
312,480,"Stevenson city, Alabama",AL, Alabama,34.8686933,-85.8394199
313,483,"Sulligent city, Alabama",AL, Alabama,33.901773799999994,-88.1344776
314,484,"Sumiton city, Alabama",AL, Alabama,33.75566060000001,-87.0499992
315,485,"Summerdale town, Alabama",AL, Alabama,30.487695399999996,-87.6997094
316,487,"Sweet Water town, Alabama",AL, Alabama,32.0973707,-87.8675103
317,488,"Sylacauga city, Alabama",AL, Alabama,33.1731716,-86.2516406
318,489,"Sylvania town, Alabama",AL, Alabama,34.562307700000005,-85.8124715
319,491,"Talladega city, Alabama",AL, Alabama,33.4359416,-86.1058048
320,493,"Tallassee city, Alabama",AL, Alabama,32.5359683,-85.8932923
321,497,"Thomaston town, Alabama",AL, Alabama,32.266531199999996,-87.62528259999998
322,498,"Thomasville city, Alabama",AL, Alabama,31.9134859,-87.73583670000002
323,499,"Thorsby town, Alabama",AL, Alabama,32.915679600000004,-86.7158178
324,502,"Town Creek town, Alabama",AL, Alabama,34.6812011,-87.40613420000001
325,503,"Toxey town, Alabama",AL, Alabama,31.91292970000001,-88.30946479999999
326,504,"Trafford town, Alabama",AL, Alabama,33.8181563,-86.7427712
327,506,"Trinity town, Alabama",AL, Alabama,34.6067588,-87.08834590000002
328,507,"Troy city, Alabama",AL, Alabama,31.808767800000002,-85.969951
329,508,"Trussville city, Alabama",AL, Alabama,33.6198251,-86.60887559999998
330,509,"Tuscaloosa city, Alabama",AL, Alabama,33.2098407,-87.5691735
331,510,"Tuscumbia city, Alabama",AL, Alabama,34.7312005,-87.70253000000002
332,511,"Tuskegee city, Alabama",AL, Alabama,32.4240286,-85.6916195
333,513,"Union town, Alabama",AL, Alabama,32.988181,-87.91501600000002
334,514,"Union Grove town, Alabama",AL, Alabama,34.4017589,-86.44915379999998
335,515,"Union Springs city, Alabama",AL, Alabama,32.144315999999996,-85.7149495
336,516,"Uniontown town, Alabama",AL, Alabama,32.988181,-87.91501600000002
337,518,"Valley city, Alabama",AL, Alabama,32.818740600000005,-85.17938520000001
338,520,"Valley Head town, Alabama",AL, Alabama,34.5689732,-85.6149654
339,521,"Vance town, Alabama",AL, Alabama,33.1742847,-87.2336092
340,523,"Vernon city, Alabama",AL, Alabama,33.757054100000005,-88.1089185
341,525,"Vina town, Alabama",AL, Alabama,34.376487299999994,-88.0586497
342,526,"Vincent town, Alabama",AL, Alabama,33.3845537,-86.4119241
343,528,"Vredenburgh town, Alabama",AL, Alabama,31.8284857,-87.3216563
344,529,"Wadley town, Alabama",AL, Alabama,33.121508899999995,-85.5663432
345,531,"Walnut Grove town, Alabama",AL, Alabama,34.0656522,-86.30636949999996
346,532,"Warrior city, Alabama",AL, Alabama,33.8142682,-86.8094394
347,533,"Waterloo town, Alabama",AL, Alabama,34.9181425,-88.064203
348,534,"Waverly town, Alabama",AL, Alabama,32.735408,-85.5791191
349,535,"Weaver city, Alabama",AL, Alabama,33.752045700000004,-85.81135429999998
350,536,"Webb town, Alabama",AL, Alabama,31.2604534,-85.27326579999998
351,537,"Wedowee town, Alabama",AL, Alabama,33.3090047,-85.484675
352,539,"West Blocton town, Alabama",AL, Alabama,33.11817480000001,-87.1249954
353,541,"Westover town, Alabama",AL, Alabama,33.3495548,-86.53581590000002
354,543,"Wetumpka city, Alabama",AL, Alabama,32.543744800000006,-86.2119127
355,548,"Wilsonville town, Alabama",AL, Alabama,33.234281,-86.4835916
356,549,"Wilton town, Alabama",AL, Alabama,33.0787308,-86.88165620000002
357,550,"Winfield city, Alabama",AL, Alabama,33.928993,-87.8172457
358,551,"Woodland town, Alabama",AL, Alabama,33.3742812,-85.39967299999998
